# stan_version_major = 2
# stan_version_minor = 19
# stan_version_patch = 1
# model = noname_model
# method = sample (Default)
#   sample
#     num_samples = 1200
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 2
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 1
# id = 2
# data
#   file = noname_2.data.R
# init = 2 (Default)
# random
#   seed = 215976433
# output
#   file = noname_samples_2.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,theta
-7.76994,0.958576,0.904354,1,3,0,7.91144,0.266259
-7.90478,0.972282,0.904354,1,1,0,7.90631,0.239866
-8.00538,0.878347,0.904354,2,7,0,8.49503,0.22505
-8.34823,0.945296,0.904354,1,1,0,8.3552,0.188269
-10.2439,0.962322,0.904354,2,3,0,10.2474,0.0941077
-12.0112,0.936508,0.904354,1,1,0,12.0897,0.0556751
-12.009,0.9993,0.904354,1,1,0,12.4646,0.0557096
-8.57069,0.926246,0.904354,2,3,0,9.09039,0.170561
-8.08156,1,0.904354,1,1,0,8.17685,0.215415
-8.62015,0.982269,0.904354,1,1,0,8.72764,0.167047
-7.70897,0.993741,0.904354,1,1,0,7.71156,0.283574
-7.89227,0.892557,0.904354,2,7,0,8.48667,0.241929
-7.64441,0.988467,0.904354,1,3,0,7.95633,0.348653
-8.0007,0.90736,0.904354,1,3,0,8.48292,0.454167
-7.69525,0.936627,0.904354,1,3,0,10.6712,0.288512
-7.75309,1,0.904354,1,1,0,7.90716,0.400396
-7.70288,1,0.904354,1,1,0,7.72214,0.285697
-8.01346,0.872694,0.904354,1,3,0,8.56645,0.223973
-7.66448,0.999742,0.904354,2,7,0,7.7836,0.365003
-7.66935,0.999624,0.904354,2,3,0,7.67418,0.367849
-7.72392,0.973075,0.904354,2,3,0,7.95569,0.391081
-8.30259,0.844559,0.904354,1,3,0,8.76596,0.498092
-7.63974,1,0.904354,2,3,0,7.72936,0.325736
-8.31688,0.917007,0.904354,2,3,0,8.4142,0.49989
-8.39946,0.979123,0.904354,1,1,0,8.54551,0.509915
-9.22126,0.608242,0.904354,1,3,0,10.3055,0.132526
-8.10565,1,0.904354,1,1,0,8.58727,0.212585
-7.65604,0.99922,0.904354,1,3,0,8.08199,0.359376
-8.08463,0.889594,0.904354,1,3,0,8.42667,0.467782
-8.03656,0.899834,0.904354,1,1,0,8.38353,0.460156
-7.65211,0.45694,0.904354,2,3,0,13.9184,0.3563
-8.3854,0.902776,0.904354,1,1,0,8.40504,0.508249
-8.21768,0.934747,0.904354,1,1,0,8.24546,0.486984
-7.63853,0.955502,0.904354,2,3,0,8.08653,0.33701
-8.6939,1,0.904354,2,3,0,9.10367,0.162042
-9.39859,0.975858,0.904354,2,3,0,9.43378,0.124452
-9.03991,0.732109,0.904354,1,3,0,10.5234,0.573396
-8.42215,1,0.904354,1,1,0,8.94968,0.512571
-7.83397,1,0.904354,1,1,0,8.08292,0.42143
-8.10372,0.837405,0.904354,1,3,0,9.00703,0.212809
-7.63823,0.922524,0.904354,2,3,0,8.86911,0.334764
-8.27366,0.864535,0.904354,1,3,0,8.4495,0.494393
-8.62343,0.937957,0.904354,1,1,0,8.74776,0.534561
-9.49077,0.632612,0.904354,1,3,0,10.3081,0.120536
-7.75078,1,0.904354,2,3,0,9.48401,0.27111
-7.63997,0.993442,0.904354,1,3,0,7.86686,0.325198
-7.83025,1,0.904354,1,1,0,7.92361,0.253144
-7.65685,0.977054,0.904354,1,3,0,8.10718,0.307392
-9.24219,0.939365,0.904354,1,1,0,9.2924,0.131533
-7.83367,0.935658,0.904354,1,3,0,8.12807,0.252475
-7.68209,0.985531,0.904354,1,3,0,7.82033,0.293882
-7.97354,1,0.904354,1,1,0,8.06823,0.449435
-7.65346,0.936534,0.904354,2,3,0,8.1195,0.309833
-8.46419,0.999121,0.904354,1,1,0,8.6656,0.517388
-7.64501,0.979646,0.904354,2,3,0,7.86471,0.349367
-7.75585,0.982925,0.904354,1,3,0,7.76282,0.269784
-7.83624,0.318439,0.904354,1,3,0,12.5415,0.421952
-9.80866,0.974401,0.904354,1,1,0,9.99489,0.108291
-9.76953,0.887291,0.904354,1,1,0,9.7712,0.109703
-8.69494,0.96173,0.904354,1,1,0,8.75605,0.161973
-7.68119,0.984222,0.904354,2,7,0,7.76403,0.29428
-7.78835,0.973978,0.904354,2,3,0,7.86234,0.410234
-8.77263,0.868437,0.904354,2,7,0,8.79767,0.549353
-7.74003,0.934257,0.904354,2,3,0,8.29,0.396385
-9.43133,0.79186,0.904354,2,3,0,9.5521,0.12304
-7.83901,0.903774,0.904354,1,1,0,8.15004,0.422584
-7.92867,0.867123,0.904354,2,7,0,8.7547,0.236081
-7.83494,0.956736,0.904354,1,3,0,9.80114,0.252229
-7.63928,1,0.904354,2,3,0,8.65322,0.339754
-7.64127,0.969581,0.904354,1,3,0,9.11616,0.322683
-7.74012,0.766656,0.904354,1,3,0,9.03146,0.396415
-7.64016,0.991322,0.904354,1,3,0,7.98833,0.324785
-7.66598,0.988651,0.904354,1,3,0,7.81292,0.365906
-8.19451,0.923146,0.904354,2,3,0,8.3163,0.483812
-7.94316,0.874159,0.904354,1,3,0,8.71402,0.233875
-7.78797,0.977298,0.904354,1,3,0,7.79922,0.262037
-8.90997,0.814763,0.904354,1,3,0,9.13971,0.148772
-9.85173,0.989182,0.904354,2,7,0,9.95804,0.633223
-9.22259,1,0.904354,1,1,0,10.7166,0.588366
-7.88595,0.545544,0.904354,2,3,0,12.5819,0.242993
-8.38078,0.905041,0.904354,2,3,0,8.38127,0.185455
-8.78915,1,0.904354,1,1,0,8.98199,0.155955
-7.6566,0.998889,0.904354,1,3,0,8.36771,0.359783
-8.48831,1,0.904354,2,7,0,9.31435,0.176729
-7.84971,0.921732,0.904354,1,3,0,8.27022,0.249426
-7.82966,1,0.904354,1,1,0,7.87263,0.253261
-7.89163,0.973087,0.904354,1,1,0,7.89287,0.242036
-8.09311,1,0.904354,1,1,0,8.6216,0.469085
-8.72769,0.853851,0.904354,2,3,0,8.7308,0.159836
-8.0827,1,0.904354,2,3,0,8.40069,0.215278
-9.18339,0.72573,0.904354,2,3,0,12.2021,0.134352
-8.02553,1,0.904354,2,3,0,10.0247,0.222391
-9.22253,0.493745,0.904354,1,3,0,11.6747,0.132466
-7.64056,0.930141,0.904354,2,3,0,9.37769,0.342791
-7.65011,0.998024,0.904354,1,3,0,7.65088,0.354576
-8.01007,0.985253,0.904354,2,3,0,8.02431,0.455759
-7.64008,0.990431,0.904354,1,3,0,8.07268,0.324955
-7.88834,0.970954,0.904354,1,1,0,7.88856,0.242588
-8.70686,0.907188,0.904354,2,3,0,9.1415,0.16119
-8.78452,1,0.904354,1,1,0,8.99156,0.156242
-8.59746,1,0.904354,1,1,0,9.5582,0.531866
-9.29823,0.730191,0.904354,2,3,0,11.9961,0.59427
-8.02949,1,0.904354,2,3,0,8.40636,0.221877
-7.79858,0.788641,0.904354,1,3,0,8.99124,0.412875
-8.31425,0.764077,0.904354,1,3,0,9.34431,0.191301
-7.64236,0.998656,0.904354,1,3,0,7.73545,0.32095
-8.36009,1,0.904354,1,1,0,8.69094,0.505209
-7.75214,0.989425,0.904354,1,1,0,7.75512,0.270751
-7.79218,0.704658,0.904354,2,7,0,9.55024,0.411232
-7.71914,0.972214,0.904354,1,3,0,7.90707,0.280237
-7.64433,1,0.904354,1,1,0,7.64857,0.348551
-8.16329,0.921561,0.904354,1,3,0,8.22309,0.206172
-7.69486,0.963712,0.904354,1,3,0,8.12437,0.28866
-8.2592,0.964988,0.904354,1,1,0,8.2848,0.196442
-9.58501,0.91514,0.904354,1,1,0,9.60712,0.116712
-7.63822,1,0.904354,2,3,0,7.70768,0.331909
-7.79258,1,0.904354,1,1,0,7.84947,0.261005
-7.69543,1,0.904354,1,1,0,7.72264,0.288443
-7.73735,0.997325,0.904354,2,3,0,7.74558,0.395534
-7.80468,0.823816,0.904354,1,3,0,9.01054,0.258372
-7.63847,0.999544,0.904354,1,3,0,7.64846,0.33002
-8.52787,1,0.904354,1,1,0,8.90548,0.524448
-8.65889,0.868141,0.904354,1,1,0,8.68509,0.53818
-8.52764,1,0.904354,1,1,0,8.86643,0.524424
-8.25681,0.936068,0.904354,1,1,0,8.29448,0.492199
-7.63988,0.988702,0.904354,1,3,0,8.36507,0.325408
-7.71621,0.987441,0.904354,1,3,0,7.72004,0.38837
-7.88993,0.94641,0.904354,1,3,0,7.95875,0.242322
-8.02984,0.986127,0.904354,1,1,0,8.06848,0.221832
-7.71708,0.962676,0.904354,2,3,0,8.5585,0.388681
-7.68274,1,0.904354,1,1,0,7.7287,0.2936
-7.63844,0.989196,0.904354,1,3,0,8.11593,0.336487
-7.68105,0.993192,0.904354,2,3,0,7.69535,0.373911
-8.09776,1,0.904354,1,1,0,8.24981,0.213501
-7.73022,0.990927,0.904354,1,3,0,8.20342,0.276851
-7.85316,0.807801,0.904354,2,3,0,9.47169,0.248788
-7.95357,1,0.904354,2,3,0,8.15598,0.445835
-7.7311,0.440923,0.904354,1,3,0,12.4081,0.276593
-10.6514,0.496743,0.904354,2,3,0,12.7218,0.0829363
-9.85882,0.992209,0.904354,2,3,0,10.0573,0.106517
-7.64346,0.963125,0.904354,2,3,0,9.7077,0.347423
-10.2908,0.664251,0.904354,2,3,0,10.3125,0.0927292
-9.43267,0.968544,0.904354,1,1,0,9.57222,0.122983
-7.83107,1,0.904354,1,1,0,7.91865,0.252983
-8.19842,0.978362,0.904354,2,3,0,8.22283,0.484352
-7.8614,0.918294,0.904354,1,3,0,9.09534,0.427556
-8.27676,1,0.904354,1,1,0,8.52087,0.494792
-7.75166,0.983474,0.904354,2,3,0,7.79348,0.270879
-7.67809,0.981566,0.904354,1,3,0,7.95839,0.372464
-8.22419,1,0.904354,1,1,0,8.83682,0.199871
-8.05338,0.877927,0.904354,1,3,0,8.39724,0.21885
-8.18938,0.918292,0.904354,1,1,0,8.19467,0.483101
-7.69898,0.998181,0.904354,2,3,0,7.70118,0.287113
-7.71294,0.982032,0.904354,1,3,0,7.74069,0.282245
-10.3369,0.776393,0.904354,1,1,0,10.5229,0.662524
-7.64953,0.997867,0.904354,2,3,0,7.71108,0.313044
-11.589,0.91733,0.904354,1,1,0,11.6253,0.0628191
-10.6035,1,0.904354,1,1,0,12.2669,0.0841586
