# stan_version_major = 2
# stan_version_minor = 19
# stan_version_patch = 1
# model = noname_model
# method = sample (Default)
#   sample
#     num_samples = 1200
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 2
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 1
# id = 1
# data
#   file = noname_1.data.R
# init = 2 (Default)
# random
#   seed = 215976432
# output
#   file = noname_samples_1.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,theta
-8.13542,0.7743,0.899371,1,3,0,9.93471,0.209214
-7.64388,0.992018,0.899371,1,3,0,8.08071,0.3189
-7.8523,1,0.899371,1,1,0,7.91928,0.425566
-7.64008,0.996755,0.899371,1,3,0,7.90431,0.341787
-7.66317,0.996077,0.899371,2,3,0,7.67296,0.364196
-7.63869,0.931385,0.899371,2,3,0,8.14576,0.328966
-7.66126,0.960348,0.899371,2,3,0,8.53694,0.362975
-7.68744,0.986864,0.899371,1,3,0,7.71665,0.291609
-7.64139,0.993745,0.899371,2,3,0,7.68234,0.344304
-8.64786,0.865903,0.899371,2,3,0,8.65444,0.165134
-7.64517,0.979548,0.899371,1,3,0,8.74107,0.317363
-8.51385,1,0.899371,1,1,0,8.69026,0.174772
-7.63849,1,0.899371,2,3,0,8.85981,0.336791
-8.19989,0.926154,0.899371,2,3,0,8.30702,0.484555
-8.07572,1,0.899371,2,3,0,8.26813,0.4664
-8.03675,0.832292,0.899371,2,7,0,9.31146,0.220945
-7.86543,0.930804,0.899371,1,3,0,8.52942,0.428424
-8.6111,0.702176,0.899371,2,3,0,10.1156,0.16768
-7.9979,0.883799,0.899371,1,3,0,8.42948,0.226061
-7.70364,0.954549,0.899371,2,7,0,8.35051,0.383656
-7.88645,0.984868,0.899371,1,1,0,7.89933,0.242908
-7.77293,0.941042,0.899371,1,3,0,8.74997,0.406088
-7.71725,0.982096,0.899371,2,3,0,7.94049,0.388745
-7.63843,0.983775,0.899371,2,3,0,8.39844,0.33647
-7.80022,1,0.899371,1,1,0,8.11152,0.413291
-8.79611,0.883479,0.899371,2,3,0,8.97746,0.155525
-8.63697,0.799223,0.899371,1,3,0,8.94146,0.535951
-7.97739,1,0.899371,2,3,0,8.54466,0.450117
-8.2737,0.962831,0.899371,1,1,0,8.35252,0.494398
-7.64353,0.988099,0.899371,1,3,0,7.95262,0.347516
-8.62743,1,0.899371,1,1,0,9.48104,0.534972
-7.72775,1,0.899371,1,1,0,7.82336,0.277588
-8.00431,0.926829,0.899371,1,3,0,8.07619,0.454783
-7.9095,1,0.899371,1,1,0,8.01946,0.437474
-7.64578,0.996917,0.899371,1,3,0,7.69254,0.35026
-7.65242,0.968358,0.899371,2,3,0,7.87397,0.310633
-7.87335,0.963579,0.899371,2,3,0,7.9553,0.43011
-9.42263,0.734153,0.899371,2,3,0,10.1773,0.603644
-8.89167,0.681124,0.899371,1,1,0,10.2194,0.560412
-7.641,0.957473,0.899371,2,3,0,7.96389,0.323149
-7.72081,0.99054,0.899371,1,1,0,7.72117,0.279714
-7.66876,0.993918,0.899371,1,3,0,7.67503,0.300282
-9.49411,0.953368,0.899371,1,1,0,9.58047,0.120397
-10.7346,0.921678,0.899371,1,1,0,10.7726,0.0808613
-10.5784,1,0.899371,1,1,0,11.6168,0.084808
-7.63982,0.903086,0.899371,1,3,0,10.5264,0.341192
-7.95368,1,0.899371,2,7,0,7.95457,0.232311
-9.17703,1,0.899371,1,1,0,11.1051,0.58473
-8.56958,1,0.899371,1,1,0,9.1173,0.170642
-7.88579,0.984159,0.899371,2,3,0,8.48885,0.24302
-7.7936,1,0.899371,1,1,0,7.94325,0.4116
-8.05089,0.854288,0.899371,1,3,0,8.79559,0.21916
-7.69384,0.975933,0.899371,1,3,0,8.08777,0.37967
-7.65974,0.999921,0.899371,2,7,0,7.80266,0.361973
-8.26003,0.918614,0.899371,1,3,0,8.32343,0.196362
-12.1764,0.516072,0.899371,1,1,0,12.1819,0.747558
-8.36051,0.967239,0.899371,2,3,0,9.11322,0.187196
-7.68812,0.999176,0.899371,2,7,0,8.08933,0.377185
-7.70611,1,0.899371,1,1,0,7.77357,0.284558
-7.67635,0.97561,0.899371,2,3,0,8.23285,0.371589
-7.67157,0.989584,0.899371,2,7,0,7.734,0.369074
-8.06263,0.991018,0.899371,2,3,0,8.11062,0.464345
-7.75835,1,0.899371,1,1,0,7.81356,0.401948
-9.7523,0.899915,0.899371,2,7,0,9.91167,0.626711
-11.3397,1,0.899371,1,1,0,12.6896,0.713021
-7.84181,0.934911,0.899371,2,3,0,11.0938,0.42322
-7.63848,0.992734,0.899371,2,3,0,7.68994,0.336721
-7.63867,0.990665,0.899371,1,3,0,7.99332,0.33765
-7.92144,0.86976,0.899371,2,3,0,8.52726,0.237206
-8.07074,1,0.899371,1,1,0,8.26207,0.465621
-8.01232,1,0.899371,2,3,0,8.30244,0.224125
-8.04409,1,0.899371,2,7,0,8.83184,0.220014
-7.63819,0.98934,0.899371,1,3,0,8.14091,0.332466
-7.66206,0.979089,0.899371,1,3,0,7.95916,0.30406
-8.05922,0.919046,0.899371,1,3,0,8.12811,0.463804
-9.12543,0.863524,0.899371,1,1,0,9.21943,0.580536
-8.54182,0.77482,0.899371,1,1,0,9.40638,0.525959
-8.1363,0.82653,0.899371,2,3,0,10.4904,0.209116
-7.71871,0.955437,0.899371,1,3,0,8.54247,0.389261
-7.63923,1,0.899371,2,3,0,7.88891,0.339632
-8.68935,1,0.899371,1,1,0,9.14097,0.162343
-8.06044,1,0.899371,1,1,0,8.60657,0.463999
-7.70767,0.883959,0.899371,1,3,0,10.5925,0.385213
-7.71398,0.950366,0.899371,1,3,0,8.03294,0.387563
-8.18662,0.934051,0.899371,2,7,0,8.18752,0.203705
-7.6428,1,0.899371,2,3,0,7.64805,0.320327
-7.64405,0.982658,0.899371,2,3,0,7.76495,0.318684
-7.66151,0.879037,0.899371,2,3,0,8.60071,0.304393
-7.73971,1,0.899371,2,3,0,7.78196,0.274122
-7.6971,0.991614,0.899371,2,3,0,7.7167,0.287812
-7.7302,0.974039,0.899371,1,3,0,7.79729,0.276857
-8.49403,0.887202,0.899371,2,3,0,8.52203,0.176287
-8.93747,0.942518,0.899371,1,1,0,8.97018,0.147213
-7.78951,1,0.899371,2,3,0,9.05638,0.261689
-7.67711,0.975319,0.899371,2,3,0,7.93175,0.296136
-7.63825,0.999751,0.899371,2,3,0,7.64059,0.335087
-7.72642,0.971344,0.899371,1,3,0,7.83979,0.277987
-7.84001,0.929071,0.899371,1,3,0,8.20767,0.251254
-7.72027,1,0.899371,2,3,0,7.74745,0.389814
-8.04608,0.898497,0.899371,1,3,0,8.38337,0.4617
-7.73207,1,0.899371,2,7,0,8.06094,0.276308
-7.79687,0.520616,0.899371,2,3,0,12.6777,0.412438
-7.96828,1,0.899371,1,1,0,8.11068,0.448498
-7.69216,0.973747,0.899371,1,3,0,8.09552,0.378951
-8.3034,0.806609,0.899371,1,3,0,8.99233,0.192292
-8.01138,1,0.899371,1,1,0,8.10414,0.22425
-8.05685,0.98624,0.899371,1,1,0,8.12778,0.463428
-7.69076,0.967244,0.899371,1,3,0,8.05635,0.290262
-7.66473,0.983745,0.899371,2,3,0,7.83649,0.302494
-8.24891,0.856558,0.899371,1,3,0,8.69931,0.491159
-8.40145,1,0.899371,1,1,0,8.94943,0.51015
-9.77411,0.707006,0.899371,2,3,0,10.521,0.628156
-8.90463,0.97858,0.899371,1,1,0,9.16356,0.56158
-7.88616,1,0.899371,2,3,0,9.30849,0.242958
-7.64353,0.991187,0.899371,1,3,0,8.12626,0.319346
-7.65918,0.993445,0.899371,1,3,0,8.00911,0.30585
-7.87271,0.969778,0.899371,2,3,0,7.96313,0.245276
-7.90082,1,0.899371,1,1,0,7.98364,0.435752
-8.17265,0.756028,0.899371,1,3,0,10.3518,0.205173
-8.03267,0.820074,0.899371,1,3,0,9.41061,0.221468
-7.63818,1,0.899371,2,3,0,7.74858,0.332674
-8.13957,0.964634,0.899371,1,1,0,8.14995,0.208753
-8.10489,1,0.899371,1,1,0,8.25878,0.470874
-7.70184,0.979933,0.899371,1,3,0,7.87001,0.382949
-7.82893,1,0.899371,1,1,0,7.8897,0.253404
-7.63927,0.952529,0.899371,2,3,0,8.24868,0.339746
-9.54127,0.787648,0.899371,2,7,0,9.58565,0.612226
-7.63846,1,0.899371,2,3,0,8.96968,0.330086
-9.59443,0.658702,0.899371,1,3,0,10.0326,0.615965
-8.18693,1,0.899371,2,3,0,8.69122,0.48276
-8.31792,0.967204,0.899371,1,1,0,8.41508,0.500019
-9.96354,0.727525,0.899371,1,1,0,10.0005,0.640324
-7.65114,0.971766,0.899371,1,3,0,8.52983,0.311671
-9.02518,0.612487,0.899371,1,3,0,10.4924,0.142412
-7.64273,0.998346,0.899371,2,3,0,7.7291,0.346408
-8.10745,0.955145,0.899371,1,1,0,8.1364,0.47126
-8.06082,0.810483,0.899371,1,3,0,9.43852,0.217929
-7.98051,0.999729,0.899371,2,7,0,7.99992,0.450666
-7.63918,0.983546,0.899371,2,3,0,7.80098,0.339479
-7.70527,0.901416,0.899371,2,3,0,8.61576,0.284853
-7.63952,0.999708,0.899371,1,3,0,7.66066,0.326295
-7.81044,0.957484,0.899371,1,3,0,7.90081,0.415834
-7.63981,0.99393,0.899371,1,3,0,8.15636,0.341168
-7.69395,0.989789,0.899371,2,3,0,7.79485,0.379717
-7.63818,0.999011,0.899371,1,3,0,7.69415,0.333876
-8.46768,0.823974,0.899371,1,3,0,8.79254,0.517782
-8.86594,0.811842,0.899371,1,1,0,8.86663,0.558072
-7.65854,1,0.899371,2,3,0,8.23131,0.306264
-7.67354,0.987068,0.899371,2,7,0,7.76874,0.370131
-8.32586,0.845421,0.899371,1,1,0,8.90252,0.501008
-8.66881,0.913086,0.899371,1,1,0,8.75063,0.53918
-7.71396,0.906647,0.899371,2,3,0,8.48458,0.281908
-7.64669,0.99271,0.899371,1,3,0,7.77377,0.351248
-8.84383,0.970374,0.899371,2,3,0,8.84403,0.152634
-7.76384,1,0.899371,1,1,0,7.85687,0.403532
-8.19408,0.934548,0.899371,2,7,0,8.19714,0.20293
-8.51405,0.953994,0.899371,2,7,0,8.57175,0.522939
-7.73989,0.987484,0.899371,1,1,0,7.73993,0.274074
-7.65643,0.980041,0.899371,1,3,0,8.08033,0.359658
-7.85968,0.876099,0.899371,2,3,0,8.50708,0.247596
-8.14597,0.951543,0.899371,1,1,0,8.14646,0.20805
-11.6166,1,0.899371,1,1,0,12.1326,0.0623215
-8.82292,0.625225,0.899371,2,7,0,10.65,0.15389
-8.0374,0.941018,0.899371,1,3,0,10.7875,0.220863
-8.42931,0.995837,0.899371,2,3,0,8.52329,0.181414
-8.39868,0.972601,0.899371,1,1,0,8.44952,0.183943
-7.63845,1,0.899371,2,3,0,7.64928,0.336584
-7.63862,0.984602,0.899371,1,3,0,8.93288,0.329251
-7.64947,1,0.899371,2,3,0,7.91862,0.353988
-7.63848,0.99538,0.899371,1,3,0,7.85353,0.32994
-7.6861,0.982463,0.899371,2,7,0,7.77215,0.292167
-8.59208,0.939763,0.899371,1,1,0,8.60278,0.169025
-8.87866,0.91759,0.899371,1,1,0,8.88137,0.15058
-8.185,1,0.899371,2,3,0,8.52233,0.203873
-7.65986,1,0.899371,2,3,0,7.68132,0.305413
-7.78375,0.987453,0.899371,1,1,0,7.79366,0.40902
-8.31924,0.537641,0.899371,2,3,0,13.23,0.500184
-7.74888,1,0.899371,2,7,0,8.2002,0.271616
-7.64512,0.991618,0.899371,1,3,0,7.81743,0.3495
-7.94261,1,0.899371,2,3,0,8.13386,0.233957
-9.8731,0.991965,0.899371,2,7,0,10.0514,0.634597
-7.76425,1,0.899371,2,3,0,8.37588,0.267657
-7.6466,0.999174,0.899371,1,1,0,7.64692,0.35115
-7.6752,0.995283,0.899371,2,3,0,7.67727,0.297036
-7.72897,0.80831,0.899371,1,3,0,8.81515,0.392791
-7.67552,0.990278,0.899371,2,3,0,7.83311,0.371161
-7.641,0.988676,0.899371,2,3,0,7.73422,0.323155
-9.30537,1,0.899371,2,3,0,9.89255,0.594819
-7.66397,0.99928,0.899371,1,3,0,8.21657,0.364693
-8.1674,1,0.899371,2,3,0,8.58556,0.205732
-8.08461,0.964921,0.899371,1,1,0,8.09097,0.215051
-8.4999,0.827063,0.899371,1,3,0,8.80248,0.175836
-8.87437,0.990299,0.899371,2,3,0,13.339,0.15083
-7.64058,1,0.899371,2,3,0,7.68152,0.342815
-7.95003,0.989479,0.899371,1,1,0,7.98149,0.232849
-8.4898,0.810317,0.899371,1,3,0,9.29859,0.52026
-8.08574,0.478276,0.899371,1,3,0,11.5682,0.467954
-7.95058,0.90126,0.899371,2,3,0,8.33587,0.232768
-7.70919,0.985629,0.899371,2,3,0,7.86881,0.385786
-7.63848,0.995551,0.899371,2,3,0,7.66976,0.33672
-7.64513,0.995941,0.899371,2,3,0,8.33956,0.349512
-7.81957,0.949709,0.899371,1,3,0,8.04931,0.418046
-8.6074,0.905216,0.899371,1,1,0,8.66425,0.532902
-7.66645,0.981172,0.899371,2,3,0,9.3784,0.366185
-7.72407,0.958601,0.899371,2,7,0,8.00106,0.278702
-7.66144,0.987696,0.899371,1,3,0,7.83637,0.363093
-7.73435,0.982707,0.899371,2,3,0,7.81231,0.394566
-10.0291,1,0.899371,1,1,0,10.8181,0.100779
-11.0893,0.936505,0.899371,1,1,0,11.162,0.0727033
-7.89931,1,0.899371,2,3,0,10.0443,0.240761
-7.63819,0.999196,0.899371,1,3,0,7.67265,0.334225
-10.6262,0.662228,0.899371,2,3,0,10.6714,0.0835773
-7.94367,1,0.899371,1,1,0,8.14577,0.233797
-9.00142,1,0.899371,1,1,0,9.36459,0.143687
-9.19975,1,0.899371,1,1,0,9.61753,0.133559
-8.40813,1,0.899371,1,1,0,8.91355,0.183156
-7.69157,0.980562,0.899371,2,7,0,7.81488,0.378697
-7.66588,1,0.899371,1,1,0,7.70008,0.365847
-10.4121,0.986764,0.899371,1,1,0,10.6806,0.0892788
-8.40767,0.974185,0.899371,2,3,0,8.45018,0.510881
-7.88136,0.932378,0.899371,1,3,0,8.05289,0.243777
-8.61286,0.798658,0.899371,1,3,0,9.88598,0.533468
-8.82315,0.958985,0.899371,1,1,0,9.0236,0.554121
-7.81943,0.685563,0.899371,2,3,0,10.7623,0.255306
-7.64143,0.998156,0.899371,2,3,0,7.65174,0.322402
-7.66311,1,0.899371,2,3,0,8.88239,0.364157
-8.32063,0.995737,0.899371,1,1,0,8.42512,0.190725
-8.55252,1,0.899371,2,3,0,8.82279,0.171887
-7.94765,0.985773,0.899371,2,3,0,8.82571,0.233203
-8.217,0.891642,0.899371,1,3,0,8.36623,0.200592
-7.90136,0.989808,0.899371,1,1,0,7.92602,0.240425
-7.68165,0.981082,0.899371,1,3,0,7.9377,0.374199
-7.64936,1,0.899371,1,1,0,7.65786,0.31319
-7.6501,1,0.899371,2,3,0,8.17286,0.312545
-7.71656,0.973803,0.899371,2,3,0,8.22929,0.388494
-8.33748,0.824262,0.899371,1,3,0,8.74876,0.189217
-8.49546,1,0.899371,1,1,0,8.83033,0.176177
-8.85455,1,0.899371,1,1,0,9.09155,0.151997
-9.57817,0.987052,0.899371,1,1,0,9.78993,0.116984
-9.82783,1,0.899371,1,1,0,10.7632,0.107608
-8.53418,1,0.899371,1,1,0,8.75391,0.173245
-8.06953,0.96149,0.899371,1,1,0,8.10005,0.465433
-7.8553,1,0.899371,1,1,0,7.99924,0.426226
-8.04746,0.947098,0.899371,2,3,0,8.09483,0.21959
-7.68674,0.961324,0.899371,1,3,0,8.48256,0.376561
-7.64869,1,0.899371,2,3,0,7.91368,0.313802
-7.66502,0.996615,0.899371,2,3,0,7.66641,0.302326
-7.71278,0.985762,0.899371,1,3,0,7.72388,0.387123
-8.37058,0.903509,0.899371,1,1,0,9.01657,0.186327
-7.69727,0.977932,0.899371,1,3,0,8.7405,0.287746
-7.70281,1,0.899371,2,3,0,7.72103,0.285721
-7.63817,0.760492,0.899371,1,3,0,8.97164,0.333016
-8.05674,0.93493,0.899371,1,3,0,8.11439,0.218433
-8.39445,1,0.899371,2,7,0,8.40193,0.184298
-7.65638,1,0.899371,1,1,0,7.66631,0.307718
-8.38489,0.856348,0.899371,1,3,0,8.60963,0.185106
-7.64216,0.993328,0.899371,1,3,0,8.40261,0.345563
-8.52985,0.923276,0.899371,1,1,0,8.52985,0.173568
-12.4493,1,0.899371,1,1,0,13.2048,0.0492237
-8.43188,0.980984,0.899371,2,3,0,9.88527,0.181205
-7.64273,0.999985,0.899371,2,7,0,7.65707,0.346407
-7.64723,0.996863,0.899371,2,3,0,7.75392,0.351816
-7.76778,0.983939,0.899371,2,3,0,7.78116,0.404651
-7.73936,0.986572,0.899371,2,3,0,7.8141,0.274221
-8.28541,1,0.899371,1,1,0,8.52453,0.495905
-9.03455,0.860567,0.899371,1,1,0,9.10685,0.572941
-8.12834,0.872443,0.899371,1,1,0,8.58342,0.474371
-8.89553,0.780605,0.899371,2,3,0,10.7357,0.560761
-7.69704,0.974949,0.899371,2,3,0,8.38508,0.381007
-8.38123,0.980541,0.899371,1,1,0,8.44963,0.185416
-7.71748,0.959997,0.899371,1,3,0,8.09843,0.280766
-8.81492,0.852239,0.899371,2,7,0,8.81631,0.154375
-8.05199,1,0.899371,2,3,0,8.20396,0.219023
-7.84153,1,0.899371,1,1,0,7.93505,0.250964
-9.80921,0.997101,0.899371,2,7,0,10.1692,0.630461
-7.64228,1,0.899371,2,3,0,11.7006,0.321067
-8.33938,0.988761,0.899371,1,1,0,8.42523,0.189049
-7.76498,0.70573,0.899371,2,3,0,10.3625,0.267474
-9.71129,0.583986,0.899371,1,3,0,10.8031,0.111851
-7.90716,1,0.899371,1,1,0,7.99602,0.239481
-7.89261,0.922834,0.899371,2,7,0,8.61836,0.434098
-8.35377,0.485347,0.899371,3,7,0,12.852,0.504442
-8.28957,1,0.899371,2,3,0,8.41112,0.19357
-8.4907,1,0.899371,2,3,0,8.78476,0.176544
-7.70684,0.978514,0.899371,1,3,0,8.71404,0.284306
-7.7022,0.980116,0.899371,1,3,0,7.86373,0.383091
-10.4289,0.641047,0.899371,2,3,0,11.3897,0.66767
-8.54072,1,0.899371,1,1,0,9.07124,0.52584
-8.08908,0.908107,0.899371,2,3,0,8.76334,0.468468
-7.64515,0.977277,0.899371,1,3,0,8.64452,0.317387
-7.84301,1,0.899371,1,1,0,8.01495,0.423492
-7.72294,1,0.899371,1,1,0,7.74941,0.279051
-7.68132,0.981124,0.899371,1,3,0,8.59531,0.294223
-10.1079,0.889161,0.899371,1,1,0,10.4463,0.649172
-7.78065,0.959228,0.899371,1,3,0,8.03461,0.40819
-8.75038,0.964177,0.899371,1,1,0,8.81512,0.158384
-7.63826,0.979425,0.899371,1,3,0,8.54743,0.331499
-7.92106,0.955519,0.899371,2,3,0,8.02764,0.439728
-7.95426,0.976631,0.899371,1,1,0,7.98373,0.445961
-7.65,1,0.899371,2,3,0,7.72013,0.312633
-8.1949,0.941677,0.899371,2,3,0,8.2333,0.483866
-8.23312,0.997394,0.899371,2,7,0,8.23584,0.489062
-7.73668,0.826819,0.899371,2,3,0,9.19403,0.27498
-8.17728,0.916969,0.899371,2,3,0,8.36914,0.48141
-9.12139,0.90241,0.899371,1,1,0,9.12173,0.137424
-8.05786,0.965499,0.899371,1,1,0,8.09212,0.463588
-8.22493,0.797525,0.899371,1,3,0,9.11603,0.199797
-7.73095,0.912166,0.899371,2,3,0,8.30147,0.276637
-7.63881,0.999242,0.899371,1,3,0,7.65296,0.338219
-8.73597,0.864772,0.899371,2,3,0,8.9312,0.545822
-7.99749,0.917841,0.899371,2,3,0,9.16124,0.453618
-7.63873,1,0.899371,2,3,0,7.92288,0.337912
-8.35304,0.986519,0.899371,1,1,0,8.43424,0.187848
-7.81696,1,0.899371,1,1,0,7.86588,0.41742
-7.64454,0.476979,0.899371,1,3,0,11.0154,0.348806
-7.63818,0.981297,0.899371,1,3,0,8.43086,0.333826
-8.20866,1,0.899371,2,3,0,8.39417,0.201436
-7.68041,0.953028,0.899371,1,3,0,8.77205,0.3736
-7.80647,0.872889,0.899371,2,3,0,8.68451,0.257991
-7.91602,0.861571,0.899371,2,3,0,8.60236,0.238062
-11.9991,0.988849,0.899371,1,1,0,12.3466,0.0558662
-10.8567,0.737877,0.899371,1,3,0,11.4732,0.0779329
-7.67954,0.92732,0.899371,2,7,0,9.51925,0.373179
-7.73092,0.937507,0.899371,2,7,0,8.70774,0.393439
-7.66462,0.996463,0.899371,1,1,0,7.66463,0.302554
-7.64758,0.992562,0.899371,2,3,0,7.75197,0.352171
-7.79205,0.96013,0.899371,1,3,0,7.89619,0.411199
-7.85167,1,0.899371,1,1,0,8.0735,0.425426
-7.67899,0.990048,0.899371,1,3,0,7.69678,0.372906
-7.66508,0.996401,0.899371,1,1,0,7.66509,0.302292
-8.61182,0.95626,0.899371,2,7,0,8.70419,0.53336
-8.62548,0.948079,0.899371,2,3,0,8.62568,0.534772
-7.63827,0.978337,0.899371,1,3,0,8.58857,0.331419
-7.63849,0.983385,0.899371,2,3,0,7.7571,0.33677
-9.62135,0.822722,0.899371,2,7,0,9.8033,0.115284
-7.65921,0.944216,0.899371,1,3,0,10.1805,0.361618
-8.34384,0.799741,0.899371,1,3,0,8.92804,0.188655
-7.93273,0.9834,0.899371,1,1,0,7.96898,0.441958
-8.95364,0.847109,0.899371,1,3,0,9.12653,0.146308
-9.07853,0.507777,0.899371,1,3,0,12.4203,0.139612
-8.62249,0.998364,0.899371,2,7,0,8.70406,0.534464
-8.77512,0.97539,0.899371,2,3,0,8.9026,0.549591
-8.36784,0.942673,0.899371,1,1,0,8.37112,0.186563
-8.80852,1,0.899371,1,1,0,9.54306,0.552752
-7.66552,0.987254,0.899371,1,3,0,8.30825,0.302046
-7.64821,0.995991,0.899371,1,3,0,7.70582,0.352792
-8.1066,0.997976,0.899371,2,7,0,8.10755,0.471133
-7.65556,0.933956,0.899371,2,3,0,8.25817,0.308292
-8.07734,1,0.899371,1,1,0,8.83469,0.466653
-7.68234,0.97522,0.899371,1,3,0,7.94033,0.293773
-7.92188,0.964362,0.899371,1,3,0,7.93882,0.237137
-8.76984,0.783499,0.899371,1,3,0,9.03778,0.549087
-7.76364,0.996032,0.899371,2,7,0,8.54631,0.403476
-8.62519,0.952004,0.899371,1,1,0,8.65484,0.166696
-8.64658,0.924696,0.899371,1,1,0,9.21789,0.165222
-8.63332,1,0.899371,1,1,0,9.37332,0.166133
-8.03454,0.978809,0.899371,2,3,0,8.75875,0.221228
-10.1825,0.986448,0.899371,2,7,0,10.2383,0.653609
-7.6489,1,0.899371,1,1,0,7.65673,0.313605
-7.66324,0.997067,0.899371,2,3,0,7.66373,0.303353
-8.41,1,0.899371,1,1,0,8.72837,0.183
-7.95625,1,0.899371,1,1,0,8.21355,0.231933
-8.33588,0.951035,0.899371,1,1,0,8.34465,0.189359
-7.63979,1,0.899371,2,3,0,8.67006,0.325628
-7.79354,0.981791,0.899371,1,1,0,7.79366,0.26079
-8.02066,0.868182,0.899371,1,3,0,8.62591,0.223025
-8.42846,0.995996,0.899371,1,1,0,8.54909,0.181483
-9.00191,1,0.899371,1,1,0,9.26273,0.143661
-7.65691,0.999413,0.899371,1,3,0,7.91727,0.360003
-7.69975,0.992776,0.899371,2,3,0,7.70349,0.382113
-7.64912,1,0.899371,2,3,0,7.78924,0.353668
-7.75813,1,0.899371,1,1,0,7.79261,0.401884
-9.57146,1,0.899371,1,1,0,10.5671,0.117251
-7.93919,1,0.899371,1,1,0,8.05429,0.234473
-8.21092,0.953907,0.899371,1,1,0,8.21523,0.201206
-7.91197,0.966583,0.899371,1,1,0,7.9188,0.43796
-7.70046,0.981149,0.899371,1,3,0,7.84506,0.382399
-7.80925,0.981255,0.899371,1,1,0,7.81555,0.415543
-7.8853,0.952782,0.899371,2,3,0,8.14702,0.432601
-7.78893,0.997958,0.899371,2,3,0,7.8111,0.410388
-7.7875,1,0.899371,1,1,0,8.01676,0.410013
-8.18495,0.869485,0.899371,1,3,0,8.59729,0.482484
-8.40942,0.842782,0.899371,1,3,0,8.68058,0.183048
-9.30101,0.980626,0.899371,1,1,0,9.46353,0.128802
-9.20914,0.959704,0.899371,1,1,0,9.29665,0.133106
-7.71344,0.989438,0.899371,2,3,0,7.76005,0.28208
