# stan_version_major = 2
# stan_version_minor = 19
# stan_version_patch = 1
# model = noname_model
# method = sample (Default)
#   sample
#     num_samples = 1200
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 2
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 1
# id = 3
# data
#   file = noname_3.data.R
# init = 2 (Default)
# random
#   seed = 215976435
# output
#   file = noname_samples_3.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,theta
-8.54699,0.911568,0.951074,1,1,0,8.54893,0.172294
-9.07164,1,0.951074,1,1,0,9.33445,0.139969
-8.41899,0.872727,0.951074,1,1,0,8.4332,0.512204
-8.07233,0.746686,0.951074,2,3,0,9.75083,0.216525
-7.71569,0.975771,0.951074,1,3,0,9.34335,0.281344
-7.85345,0.987129,0.951074,2,3,0,7.85459,0.42582
-8.6336,0.808458,0.951074,1,1,0,8.63361,0.535606
-7.64634,1,0.951074,1,3,0,8.26991,0.350875
-7.65698,0.910839,0.951074,2,3,0,8.21273,0.307304
-7.67787,0.995527,0.951074,2,3,0,7.68016,0.37235
-10.3425,0.661951,0.951074,1,1,0,10.4267,0.662842
-8.39239,1,0.951074,1,1,0,8.72485,0.184472
-8.73646,1,0.951074,2,3,0,9.03793,0.159272
-7.70595,0.991956,0.951074,2,3,0,8.35802,0.284614
-7.64295,0.877533,0.951074,1,3,0,8.14086,0.346723
-7.64126,0.999848,0.951074,1,3,0,7.85126,0.344095
-8.79631,0.758961,0.951074,1,1,0,9.69946,0.551603
-8.64806,0.926901,0.951074,1,1,0,8.66694,0.165121
-8.02053,1,0.951074,1,1,0,8.69691,0.457513
-8.69464,0.880496,0.951074,1,1,0,8.77714,0.541761
-7.81454,1,0.951074,2,3,0,8.20408,0.256305
-8.21059,0.765437,0.951074,1,3,0,9.71744,0.201239
-8.53446,0.85703,0.951074,1,1,0,8.55294,0.525163
-7.64386,0.991784,0.951074,1,3,0,8.4189,0.31893
-7.64054,0.999915,0.951074,1,3,0,7.65865,0.324015
-7.64897,0.980155,0.951074,2,3,0,7.80756,0.353523
-7.75911,0.958327,0.951074,2,3,0,8.04257,0.40217
-8.31629,0.975274,0.951074,1,1,0,8.38509,0.191117
-8.53228,1,0.951074,2,3,0,9.04684,0.173386
-10.3093,0.909657,0.951074,1,1,0,10.3672,0.0921931
-7.67809,0.944063,0.951074,1,3,0,10.9596,0.372461
-7.88778,0.965364,0.951074,1,3,0,7.89398,0.242683
-8.69499,0.892252,0.951074,1,3,0,8.71981,0.16197
-8.38558,0.971351,0.951074,1,1,0,8.455,0.185047
-8.06823,0.8618,0.951074,2,7,0,10.2613,0.465229
-9.08748,0.80253,0.951074,2,3,0,9.20447,0.139151
-8.13262,0.601905,0.951074,2,3,0,10.9138,0.209525
-7.71491,0.988297,0.951074,1,3,0,8.52011,0.281597
-7.65355,0.711336,0.951074,2,3,0,9.83775,0.309767
-7.77217,0.616697,0.951074,2,3,0,10.4217,0.26572
-7.69972,0.996502,0.951074,1,3,0,7.94702,0.286841
-7.69049,0.990915,0.951074,1,3,0,7.69183,0.378231
-7.76456,0.955862,0.951074,1,3,0,8.39549,0.403738
-7.66656,0.986582,0.951074,2,3,0,7.83649,0.366251
-7.65912,1,0.951074,1,1,0,7.67369,0.361554
-7.73168,0.969838,0.951074,1,3,0,8.11081,0.393689
-7.6412,0.996128,0.951074,1,3,0,8.34819,0.322796
-7.63979,0.896377,0.951074,1,3,0,8.10476,0.341103
-7.63966,0.993245,0.951074,2,3,0,7.68563,0.340795
-7.69543,0.993808,0.951074,1,1,0,7.69767,0.288442
-7.64416,0.969252,0.951074,2,3,0,8.88016,0.348336
-7.92357,0.989732,0.951074,2,3,0,7.9285,0.236873
-7.77741,0.983337,0.951074,1,3,0,8.71039,0.264473
-8.5684,0.84449,0.951074,1,1,0,8.58071,0.528804
-7.93922,0.991173,0.951074,2,3,0,7.9509,0.234468
-7.86584,0.975515,0.951074,2,3,0,7.88086,0.428511
-8.34216,1,0.951074,1,1,0,8.51,0.188803
-8.81279,0.638499,0.951074,1,3,0,10.3635,0.154504
-7.79508,0.978085,0.951074,2,3,0,8.01678,0.260451
-7.73049,0.954744,0.951074,2,3,0,8.46305,0.393299
-7.63885,0.999804,0.951074,1,3,0,7.71284,0.33837
-7.78671,0.990935,0.951074,1,3,0,8.26189,0.262324
-7.6867,1,0.951074,1,1,0,7.72197,0.291915
-9.81887,0.788327,0.951074,2,3,0,10.0778,0.631092
-7.63993,0.975033,0.951074,2,3,0,7.79364,0.325283
-7.64937,1,0.951074,1,3,0,7.69295,0.353898
-9.95471,0.85751,0.951074,2,3,0,10.0342,0.639772
-7.83516,1,0.951074,1,1,0,8.21555,0.421703
-7.65893,0.99743,0.951074,1,3,0,7.93603,0.306013
-7.64156,0.99791,0.951074,1,3,0,7.68463,0.344605
-9.71102,0.925863,0.951074,1,1,0,10.1255,0.623951
-9.05765,1,0.951074,1,1,0,9.73123,0.574897
-8.33619,0.946378,0.951074,1,1,0,8.43125,0.502288
-7.63819,0.9985,0.951074,1,3,0,7.93002,0.334259
-7.8901,0.961721,0.951074,2,3,0,7.93344,0.242293
-8.44338,0.973558,0.951074,1,1,0,8.52554,0.180275
-7.77361,0.914029,0.951074,2,7,0,9.45876,0.406274
-9.1566,0.919446,0.951074,2,3,0,9.17528,0.583079
-7.66115,1,0.951074,2,3,0,9.89695,0.304613
-8.03205,0.940557,0.951074,2,3,0,8.14998,0.221548
-7.80786,0.954467,0.951074,1,3,0,7.93215,0.4152
-7.86906,0.928864,0.951074,2,3,0,8.21475,0.4292
-7.65439,0.959089,0.951074,2,3,0,8.92024,0.358128
-7.65474,0.983874,0.951074,1,3,0,8.06194,0.30888
-7.99413,0.931063,0.951074,1,3,0,8.04218,0.226575
-7.69396,1,0.951074,1,1,0,7.77082,0.289008
-7.94421,1,0.951074,1,1,0,8.35882,0.233716
-7.81466,0.986609,0.951074,1,1,0,7.82676,0.25628
-7.76212,0.993764,0.951074,1,1,0,7.77693,0.268188
-7.78663,0.812166,0.951074,2,3,0,9.22911,0.262341
-7.63865,0.988918,0.951074,2,3,0,7.70912,0.337537
-9.43501,1,0.951074,2,3,0,10.892,0.122883
-8.78904,1,0.951074,1,1,0,9.64861,0.155962
-8.33484,0.788546,0.951074,1,3,0,9.73371,0.189452
-7.77833,0.957019,0.951074,1,3,0,8.04787,0.264257
-7.68234,0.991893,0.951074,2,3,0,8.07157,0.293774
-8.7867,0.941721,0.951074,1,1,0,8.99331,0.550693
-8.82087,1,0.951074,2,3,0,9.49726,0.553909
-8.00208,0.971758,0.951074,1,1,0,8.01965,0.225495
-8.03618,0.90824,0.951074,1,3,0,8.73966,0.460094
-8.24736,0.783571,0.951074,2,3,0,9.86215,0.197587
-9.83461,0.882406,0.951074,2,3,0,9.85867,0.632115
-9.55606,0.860351,0.951074,1,1,0,9.55617,0.117868
-7.84759,0.985339,0.951074,2,3,0,7.84892,0.424519
-7.67666,0.634748,0.951074,1,3,0,9.72433,0.296343
-8.13152,0.993527,0.951074,1,1,0,8.25188,0.474839
-7.9732,0.958954,0.951074,1,1,0,7.97462,0.229491
-9.27202,0.921186,0.951074,2,3,0,9.27351,0.592243
-8.07118,0.933567,0.951074,2,3,0,8.18489,0.465691
-8.33053,1,0.951074,1,1,0,8.69384,0.501587
-7.6996,0.968312,0.951074,2,3,0,8.09693,0.382053
-7.85563,0.981729,0.951074,1,1,0,7.86689,0.248334
-7.74264,0.986263,0.951074,1,1,0,7.74734,0.397206
-8.60227,1,0.951074,1,1,0,9.38156,0.168302
-8.45023,0.852719,0.951074,1,1,0,8.45362,0.515803
-7.83909,0.961363,0.951074,1,3,0,7.86108,0.25143
-7.85755,1,0.951074,2,3,0,8.12531,0.247982
-7.69225,0.86858,0.951074,2,3,0,8.87463,0.378992
-7.92311,1,0.951074,1,1,0,8.03278,0.440124
-7.69074,0.973261,0.951074,2,3,0,8.02596,0.378337
-7.71454,0.979314,0.951074,1,3,0,7.9308,0.387765
-8.20566,0.924315,0.951074,1,1,0,8.23535,0.485347
-7.67389,0.982589,0.951074,1,3,0,7.88185,0.297674
-8.2424,0.832132,0.951074,1,3,0,8.60262,0.198071
-7.73561,0.842797,0.951074,2,3,0,8.78436,0.275285
-7.63934,1,0.951074,2,3,0,8.12634,0.326784
-7.98425,1,0.951074,1,1,0,8.19529,0.227938
-8.16321,0.988993,0.951074,2,3,0,8.19451,0.20618
-7.66851,0.988101,0.951074,1,3,0,8.82036,0.300415
-8.16657,0.870371,0.951074,1,3,0,8.49064,0.479898
-7.63947,0.99898,0.951074,1,3,0,8.08261,0.340301
-8.37491,0.959981,0.951074,2,3,0,8.37499,0.506996
-7.68127,0.999954,0.951074,1,1,0,7.6921,0.374015
-7.68127,0.374218,0.951074,1,3,0,11.7021,0.374015
-7.84645,1,0.951074,1,1,0,7.90888,0.424266
-8.08752,0.936993,0.951074,1,1,0,8.107,0.468228
-7.64308,0.998541,0.951074,1,3,0,7.65629,0.319945
-10.2765,0.586357,0.951074,1,1,0,10.2794,0.659077
-7.79191,0.984614,0.951074,2,7,0,7.79193,0.261154
-7.71077,1,0.951074,1,1,0,7.74511,0.282966
-7.7583,1,0.951074,1,1,0,7.79476,0.269157
-8.48043,0.98837,0.951074,1,1,0,8.60637,0.177341
-7.73697,0.985398,0.951074,1,1,0,7.73718,0.274897
-7.73423,0.975683,0.951074,1,3,0,7.76556,0.27568
-7.91275,1,0.951074,1,1,0,8.06864,0.238581
-9.03953,0.924822,0.951074,2,7,0,9.04866,0.573364
-8.35689,0.833418,0.951074,1,3,0,8.93786,0.504821
-7.66237,1,0.951074,1,3,0,10.5631,0.303872
-13.1182,0.38863,0.951074,2,3,0,13.1201,0.0409263
-7.65502,0.904973,0.951074,2,3,0,9.01592,0.358609
-9.92247,0.705433,0.951074,2,7,0,9.93443,0.104322
-7.63826,1,0.951074,2,3,0,7.63904,0.335123
-7.66219,0.94986,0.951074,2,3,0,8.053,0.363579
-8.49142,1,0.951074,1,1,0,8.85192,0.176488
-8.0048,0.998067,0.951074,1,1,0,8.07704,0.225129
-7.63831,0.997161,0.951074,1,3,0,8.09747,0.331047
-8.21789,0.887586,0.951074,1,3,0,8.25177,0.487012
-9.20331,1,0.951074,1,1,0,10.0983,0.586835
-8.02753,1,0.951074,1,1,0,8.63678,0.458675
-8.60522,0.863351,0.951074,2,3,0,8.62421,0.168093
-8.10273,1,0.951074,1,1,0,8.2428,0.212923
-8.78569,0.760602,0.951074,1,3,0,9.73472,0.550597
-8.03376,1,0.951074,1,1,0,8.25973,0.459699
-9.1212,0.887516,0.951074,2,3,0,9.12157,0.580188
-9.37081,0.715916,0.951074,1,3,0,9.71613,0.125668
-11.9001,0.85799,0.951074,2,3,0,11.9012,0.736784
-9.64633,1,0.951074,1,1,0,11.346,0.619556
-9.20734,0.837025,0.951074,1,3,0,9.30305,0.133193
-8.84028,0.819528,0.951074,1,1,0,8.87279,0.555712
-7.63887,0.998924,0.951074,1,3,0,7.96855,0.338433
-7.80527,0.895343,0.951074,2,3,0,8.45554,0.258247
-7.83514,0.952186,0.951074,1,3,0,8.1826,0.421699
-7.64411,0.99967,0.951074,1,1,0,7.6449,0.318613
-8.13642,0.892857,0.951074,1,3,0,8.24739,0.209102
-7.97562,0.419716,0.951074,1,3,0,11.3173,0.449804
-7.73206,0.464404,0.951074,2,3,0,12.2137,0.276313
-7.94461,0.880529,0.951074,2,3,0,8.8965,0.444185
-8.8377,0.742088,0.951074,1,3,0,9.20739,0.555474
-7.82313,0.899022,0.951074,1,3,0,9.72658,0.254557
-7.63839,0.998761,0.951074,1,3,0,7.73504,0.3362
-7.90815,0.99836,0.951074,2,7,0,7.90834,0.437209
-7.63891,1,0.951074,2,3,0,7.67928,0.338594
-7.87222,0.939164,0.951074,1,3,0,7.96482,0.245361
-7.88586,0.973788,0.951074,1,1,0,7.8913,0.243009
-7.85597,1,0.951074,1,1,0,8.17244,0.248271
-9.6043,1,0.951074,1,1,0,11.258,0.616652
-11.8637,0.819443,0.951074,1,1,0,12.5137,0.73532
-9.75422,0.876627,0.951074,1,1,0,10.0863,0.626838
-8.98061,1,0.951074,1,1,0,11.3258,0.568299
-7.63995,0.999189,0.951074,1,3,0,8.30062,0.341486
-7.65281,0.96922,0.951074,2,3,0,7.82513,0.310333
-7.6568,0.971843,0.951074,2,3,0,8.33024,0.359927
-7.63994,0.997933,0.951074,1,3,0,7.70186,0.325262
-7.6389,0.943517,0.951074,2,3,0,8.02204,0.338561
-7.67889,0.922239,0.951074,2,3,0,8.14927,0.295313
-7.74697,0.987823,0.951074,1,1,0,7.75001,0.272128
-8.45746,0.911205,0.951074,1,3,0,8.47628,0.179149
-7.84917,0.973271,0.951074,1,1,0,7.85067,0.249525
-7.71578,0.797873,0.951074,1,3,0,8.79177,0.281313
-8.79065,1,0.951074,1,1,0,9.83267,0.155862
-8.56526,0.817733,0.951074,2,7,0,11.9662,0.52847
-7.66271,0.988122,0.951074,2,3,0,7.76436,0.363906
-7.65828,0.996747,0.951074,1,1,0,7.65847,0.360975
-7.66042,1,0.951074,1,1,0,7.69745,0.305063
-7.64565,0.906542,0.951074,2,3,0,8.25217,0.316832
-7.6446,0.995442,0.951074,1,3,0,7.74636,0.348883
-7.65229,0.998747,0.951074,1,1,0,7.65335,0.31074
-8.03263,0.987315,0.951074,1,1,0,8.08422,0.221474
-7.64003,1,0.951074,2,3,0,8.22071,0.341667
-7.87816,0.966887,0.951074,2,3,0,7.89184,0.244328
-9.17613,0.824035,0.951074,1,3,0,9.29209,0.134706
-8.29918,1,0.951074,1,1,0,8.65548,0.19268
-8.22802,1,0.951074,1,1,0,8.38343,0.199489
-7.73784,0.955421,0.951074,1,3,0,8.49828,0.39569
-7.64834,0.989893,0.951074,1,3,0,9.09981,0.314117
-9.04872,0.767346,0.951074,1,3,0,9.07914,0.574143
-7.67384,0.861035,0.951074,2,3,0,8.81319,0.297696
-7.81674,0.949205,0.951074,1,3,0,8.63965,0.417367
-8.4742,0.919502,0.951074,1,1,0,8.47758,0.177828
-10.7888,0.859745,0.951074,2,7,0,10.8045,0.686733
-10.9921,0.969545,0.951074,1,1,0,11.2592,0.0748361
-11.1942,0.98273,0.951074,2,3,0,11.3718,0.0704839
-7.8151,1,0.951074,1,1,0,7.86769,0.416971
-7.90648,0.972492,0.951074,2,3,0,8.43235,0.239591
-7.74345,0.991424,0.951074,1,3,0,8.24785,0.273085
-7.69051,0.992996,0.951074,1,1,0,7.69251,0.378238
-8.56377,0.712164,0.951074,1,3,0,9.71241,0.171064
-8.78044,0.915865,0.951074,1,1,0,8.79473,0.156495
